Account,Text,Date,Compound,Positive,Neutral,Negative
@CBS,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1",11/30/17,0.612,0.227,0.773,0.0
@CBS,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,11/30/17,0.0,0.0,1.0,0.0
@CBS,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,11/30/17,0.681,0.248,0.752,0.0
@CBS,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP",11/30/17,0.361,0.135,0.865,0.0
@CBS,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY",11/30/17,0.0,0.0,1.0,0.0
@CBS,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,11/30/17,-0.359,0.0,0.872,0.128
@CBS,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,11/30/17,0.624,0.45,0.55,0.0
@CBS,The stage is ?? #BrunoMars https://t.co/nykrDH46Bs,11/30/17,0.0,0.0,1.0,0.0
@CBS,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,11/30/17,0.554,0.204,0.796,0.0
@CBS,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,11/30/17,0.0,0.0,1.0,0.0
@CBS,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,11/30/17,0.0,0.0,1.0,0.0
@CBS,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars",11/30/17,0.0,0.0,1.0,0.0
@CBS,RT @BrunoMars: We love you MARY!!!! ?? #BrunosTvSpecial,11/30/17,0.748,0.434,0.566,0.0
@CBS,RT @RDMichelleLNK: Loving a dose of #BrunoMars midweek. So amazing!,11/30/17,0.851,0.542,0.458,0.0
@CBS,We’re only halfway into the show. Get ready for more of your favorite #BrunoMars tunes! https://t.co/BJh0PeX864,11/30/17,0.723,0.302,0.698,0.0
@CBS,"When #BrunoMars tells you to pick up the phone, that’s exactly what you do. https://t.co/JZDS26h3lL",11/30/17,0.0,0.0,1.0,0.0
@CBS,RT @MargoSlade: Best way to relax after a hard day of work watching #BrunoMars on #BrunosTVSpecial my heart is the happiest,11/30/17,0.898,0.394,0.557,0.049
@CBS,RT @Tiffany48184: Now that's how you open up a show!!!!! #BrunoMars,11/30/17,0.0,0.0,1.0,0.0
@CBS,RT if you’re ready to party with #BrunoMars!! https://t.co/o4qQoKOzgH,11/30/17,0.699,0.452,0.548,0.0
@CBS,RT @BrunoMars: POP POP!!?? everyone tweet #BrunosTvSpecial! We on!!!! ?,11/30/17,0.0,0.0,1.0,0.0
@CBS,RT @Queentassia14: Bruno Mars Live at the Apollo!!!! Yeah I have to wake up at like 4 am for work.... but it's worth it. #BrunoMars #Brunos…,11/30/17,0.707,0.246,0.754,0.0
@CBS,RT @asbstar30: BRUNO #BrunoMars,11/30/17,0.0,0.0,1.0,0.0
@CBS,"Get on your feet, and prepare to dance. #BrunoMars is hitting the stage! https://t.co/yOyq8JlMZj",11/30/17,0.0,0.0,1.0,0.0
@CBS,"Pop pop, it's showtime! Bruno Mars: 24K Magic Live at the Apollo starts at 10/9c on CBS, or try 1 month FREE of CBS… https://t.co/cpCSYDKieM",11/30/17,0.651,0.158,0.842,0.0
@CBS,Calling all Bruno Mars' lovelies... don't miss Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c on CBS &amp; CB… https://t.co/nGOgukLMx9,11/30/17,0.114,0.064,0.936,0.0
@CBS,You'll treasure this special night with #BrunoMars! Find out how to watch Bruno Mars: 24K Magic Live at the Apollo… https://t.co/qF2eRcJLSJ,11/29/17,0.682,0.228,0.772,0.0
@CBS,RT @BrunoMars: Ladies put your hoops on tonight! Fellas break out that good cologne! #BrunosTvSpecial is airing on @CBS! What y’all trynna…,11/29/17,0.583,0.152,0.848,0.0
@CBS,RT @YoungSheldon: Sheldon will do whatever it takes to get his hands on his own computer in tomorrow's all-new episode of #YoungSheldon! ht…,11/29/17,0.0,0.0,1.0,0.0
@CBS,RT @survivorcbs: What drama will ensue on back-to-back episodes of #Survivor tonight? Watch a sneak peek now: https://t.co/LHcxyClSw1 https…,11/29/17,0.0,0.0,1.0,0.0
@CBS,Discover every reason why #BrunoMars is 24K Magic! Watch Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c o… https://t.co/oaPjvl3rSW,11/29/17,0.0,0.0,1.0,0.0
@CBS,Did you catch these tiny moments during the 2017 Victoria's Secret Fashion Show? Find out what you may have missed:… https://t.co/IIyupot9uU,11/29/17,0.0,0.0,1.0,0.0
@CBS,RT @funnyordie: Live! Watch Tim Meadows and Patrick Brammall of @NoActivityCBS play themselves in new 8-bit video game! https://t.co/nXCuHO…,11/29/17,0.456,0.142,0.858,0.0
@CBS,The 'Only Angel' @Harry_Styles saw last night were the ones on the runway! Watch him perform at the #VSFashionShow:… https://t.co/na8GAiZwmS,11/29/17,0.0,0.0,1.0,0.0
@CBS,This entire collection is drop-dead gorgeous. See all the most sizzling looks from the 2017 #VSFashionShow:… https://t.co/zpTKXcm05r,11/29/17,0.612,0.2,0.8,0.0
@CBS,"Stars @Miguel, @Harry_Styles, @leslieodomjr &amp; more set the tone for a truly incredible show! Watch all the musical… https://t.co/kmo4l3aGai",11/29/17,0.493,0.158,0.842,0.0
@CBS,Some of the best moments happen behind the scenes! Here's your backstage pass to the 2017 Victoria's Secret Fashion… https://t.co/S8MpOnhC6b,11/29/17,0.67,0.191,0.809,0.0
@CBS,"From the sky-high heels to the jaw-dropping wings, these outfits are fashion goals! See all the best looks from the… https://t.co/GnyZ8NnBYH",11/29/17,0.67,0.183,0.817,0.0
@CBS,Missed the world’s most celebrated fashion show? Catch up on your own time and watch the entire 2017 Victoria's Sec… https://t.co/9OuYvHItzh,11/29/17,0.42,0.158,0.754,0.087
@CBS,"RT @VictoriasSecret: That’s a wrap on the 2017 #VSFashionShow!! BIG thanks to the Angels, the people of Shanghai &amp; YOU for watching! https:…",11/29/17,0.583,0.152,0.848,0.0
@CBS,Want to relive all of your favorite #VSFashionShow runway moments?  @GIPHY has you covered. https://t.co/mgfziAQR4c,11/29/17,0.511,0.249,0.751,0.0
@CBS,"RT @vannalovescats: Another successful show. I’m so proud of all of the beautiful ladies, they all did amazing. The musical guests were FAN…",11/29/17,0.948,0.449,0.551,0.0
@CNN,"""This is serious sexual harassment and misconduct, and he should be held just as accountable as a member of the Sen… https://t.co/R66FklItOU",12/12/17,-0.586,0.0,0.798,0.202
@CNN,"RT @AC360: ""It's the fifth most-conservative state in the country...if a Democrat can win - in such a red state - that sends a huge message…",12/12/17,0.727,0.243,0.757,0.0
@CNN,"Former NBA star Charles Barkley is campaigning with Democratic Senate candidate Doug Jones tonight in Birmingham, A… https://t.co/vV6wqFSBBu",12/12/17,0.0,0.0,1.0,0.0
@CNN,"As part of a research project backed by Budweiser, SpaceX is sending barley seeds on a round trip mission to space… https://t.co/pBALZMzVAf",12/12/17,0.026,0.055,0.945,0.0
@CNN,"Republican candidate Roy Moore is holding a ""Drain the Swamp"" rally in Alabama.

Before the event, Moore's supporte… https://t.co/XCQDvRMwpR",12/12/17,0.0,0.0,1.0,0.0
@CNN,RT @OutFrontCNN: President Trump reportedly downs 12 Diet Cokes… a day (is that healthy?) ????????????https://t.co/j9kA0Up2sG https://t.co/…,12/12/17,0.0,0.0,1.0,0.0
@CNN,"Roy Moore and Steve Bannon are holding a campaign rally in Midland City, Alabama, ahead of Tuesday's hotly conteste… https://t.co/7PYYLl1iW9",12/12/17,0.0,0.0,1.0,0.0
@CNN,"RT @OutFrontCNN: “I saw him walk into the dressing room, just like he has bragged about…it’s not that I’m accusing him, I’m simply verifyin…",12/12/17,0.462,0.154,0.846,0.0
@CNN,"Former pageant contestant Samantha Holvey on remarks from the White House: ""You know, it's funny that they say they… https://t.co/BPWWsauyER",12/12/17,0.44,0.132,0.868,0.0
@CNN,"Former Miss USA contestant Samantha Holvey, who accuses Trump of inappropriate behavior: ""He brags about this. It's… https://t.co/IJzdpDBZI5",12/12/17,-0.459,0.0,0.8,0.2
@CNN,"Former Miss USA contestant Samantha Holvey, who accuses Trump of inappropriate behavior, says he lined women up and… https://t.co/a5h3TGkuhS",12/12/17,-0.459,0.0,0.81,0.19
@CNN,CNN's @brianstelter asks: Is Tuesday's special election in Alabama a referendum on the media?… https://t.co/d4BFE4yghU,12/12/17,0.402,0.172,0.828,0.0
@CNN,"""That's so appalling, it's so shocking. ... It's like he's rubbing Alabamians' noses in it"": Paul Begala reacts to… https://t.co/AzVfqukfZ5",12/12/17,-0.508,0.099,0.672,0.229
@CNN,The hotly contested Alabama Senate race between Republican Roy Moore and Democrat Doug Jones will soon come to a cl… https://t.co/qHojL0n9rn,12/12/17,0.0,0.0,1.0,0.0
@CNN,"Thanks to the giant advertisement that is ""Star Wars,"" Ireland's ruggedly beautiful Skellig Islands are feeling the… https://t.co/MMJl9iCZrn",12/12/17,0.807,0.356,0.644,0.0
@CNN,Rallies for Alabama Senate candidates Roy Moore and Doug Jones are being held tonight ahead of Tuesday's special el… https://t.co/wLhScbrNa7,12/12/17,0.402,0.124,0.876,0.0
@CNN,About 45% of US children ages 10 to 12 have a smartphone with a service plan https://t.co/NykW73nPMl https://t.co/gRQoE6ClZ3,12/12/17,0.0,0.0,1.0,0.0
@CNN,"Airlines made a record $1.2 billion off baggage fees between July and September, up 10% from the same time period l… https://t.co/afX7CUVMV9",12/12/17,0.0,0.0,1.0,0.0
@CNN,The California wildfires are now larger than New York City and Boston combined https://t.co/YmaAROwt3h https://t.co/LB8e4TqvTj,12/12/17,0.0,0.0,1.0,0.0
@CNN,"RT @CNNPolitics: Before Roy Moore goes head-to-head with Democrat Doug Jones on Tuesday, catch up on the events that have brought us to thi…",12/12/17,0.0,0.0,1.0,0.0
@CNN,"Nearly one child dies every month and about about two are injured every day in window blind-related incidents, acco… https://t.co/02icfpVMWL",12/11/17,-0.402,0.0,0.876,0.124
@CNN,"Starting next April, you won't need to sign anything to make a purchase with an American Express card… https://t.co/Mw8ThdW6OE",12/11/17,0.0,0.0,1.0,0.0
@CNN,"Condoleezza Rice on the Alabama special election: ""Reject bigotry, sexism, and intolerance"" https://t.co/05g4mHhDPC https://t.co/kFSr6ykZ8d",12/11/17,0.0,0.155,0.69,0.155
@CNN,"He may no longer be in office, but former President Obama is still encouraging people to sign up for Obamacare as a… https://t.co/6HQOCTeBaB",12/11/17,0.612,0.169,0.772,0.059
@CNN,Here's what really scares Donald Trump | Analysis by CNN's Chris Cillizza https://t.co/uNxpM4yvKZ https://t.co/FaGK8zLXf3,12/11/17,-0.401,0.0,0.817,0.183
@CNN,RT @KyungLahCNN: #ThomasFire sunset in Carpinteria. Smoke rising up is good news for firefighters. Wind shifting so SW flank is burning slo…,12/11/17,0.44,0.121,0.879,0.0
@CNN,There's a shakeup happening at Soylent. A cofounder of the Silicon Valley startup is stepping down as CEO.… https://t.co/csbgdX6iWl,12/11/17,-0.153,0.0,0.909,0.091
@CNN,"In conversations with authorities, the New York City bombing suspect pledged allegiance to ISIS, a law enforcement… https://t.co/CY6hvUtiic",12/11/17,-0.296,0.0,0.879,0.121
@CNN,"RT @CNNSitRoom: President Trump backs Roy Moore with Alabama robocall: ""Roy Moore is the guy we need to pass our 'Make America Great Again'…",12/11/17,0.599,0.15,0.806,0.044
@CNN,The hotly contested race between Republican Roy Moore and Democrat Doug Jones will come to a close Tuesday when Ala… https://t.co/vbMf1qSjbT,12/11/17,0.0,0.0,1.0,0.0
@CNN,"The New Yorker has parted ways with its Washington correspondent, Ryan Lizza, following a review of what it called… https://t.co/pR8kh2apj7",12/11/17,0.0,0.0,1.0,0.0
@CNN,RT @CNNSitRoom: A group of women who have publicly accused President Trump of sexual harassment and assault detailed their accounts of bein…,12/11/17,-0.859,0.0,0.655,0.345
@CNN,Sarah Sanders just made a hugely offensive allegation against the media | Analysis by CNN's Chris Cillizza… https://t.co/vOr05ktd8E,12/11/17,-0.509,0.0,0.82,0.18
@CNN,"RT @CNNSitRoom: The New York bombing suspect told investigators he carried out the attack because of recent Israeli actions in Gaza, law en…",12/11/17,-0.649,0.0,0.798,0.202
@CNN,Rep. Peter King: I don't think President Trump's proposed immigration policies would have stopped the New York atta… https://t.co/4IXrVPEZAK,12/11/17,-0.226,0.0,0.899,0.101
@CNN,Saudi Arabia ends a 35-year ban on movie theaters https://t.co/HnlameXhGp https://t.co/wh3hcxa7d5,12/11/17,-0.557,0.0,0.714,0.286
@CNN,"Republican Rep. Peter King: I disagree with President Trump and would not vote for Roy Moore, ""there's a certain li… https://t.co/sCtRIfQnt2",12/11/17,-0.128,0.097,0.783,0.12
@CNN,Just because the botched attack in New York wasn't deadly doesn't mean we shouldn't fear the threat of terrorists w… https://t.co/AVhpZnRMMu,12/11/17,-0.421,0.183,0.574,0.243
@CNN,"A special election to replace Arizona Republican Rep. Trent Franks will be held next year, with a primary February… https://t.co/7cuQzOc7Ly",12/11/17,0.402,0.137,0.863,0.0
@CNN,"Siri, what's that song?

Apple has confirmed it is buying Shazam. https://t.co/VXt04AedNf https://t.co/tdVDFNLNr4",12/11/17,0.0,0.0,1.0,0.0
@CNN,The world's greenest cruise ship will have sails https://t.co/7DctUsBbVP https://t.co/eM1p8YL9UY,12/11/17,0.0,0.0,1.0,0.0
@CNN,She’s employee number 29 at Facebook. “I just really believed that Facebook and Mark Zuckerberg was going to be rea… https://t.co/KcrVqOWTqJ,12/11/17,0.077,0.061,0.939,0.0
@CNN,"The countdown to the New Year has begun, and lawmakers on Capitol Hill have been busy trying to reconcile their tax… https://t.co/qX8oF40CQZ",12/11/17,0.0,0.0,1.0,0.0
@CNN,"Twitter is hosting an event next month that will feature only high-profile female speakers, in what the company say… https://t.co/MDlq4OzBQF",12/11/17,0.0,0.0,1.0,0.0
@CNN,"RT @TheLeadCNN: The White House, run by the President who came to political prominence by promoting the lie that the first African-American…",12/11/17,0.361,0.106,0.894,0.0
@CNN,"? ? ? ?? ? ? ?? ? ? ? 

President Trump reportedly drinks 12 Diet Cokes each day. What exactly does that do to his… https://t.co/wqwDNoeFaN",12/11/17,0.0,0.0,1.0,0.0
@CNN,A rising star at the State Department has written a blistering resignation letter to Secretary of State Rex Tillers… https://t.co/zxAvvcf28X,12/11/17,-0.296,0.0,0.885,0.115
@CNN,White House claims President Trump's immigration plans could have prevented the suspect in an attempted New York te… https://t.co/mKUfYG9ViX,12/11/17,-0.273,0.054,0.837,0.108
@CNN,"? ? ? ?? ? ? ?? ? ? ? 

President Trump reportedly drinks 12 Diet Coke’s each day. What exactly does that do to his… https://t.co/SqeHbWq5nU",12/11/17,0.0,0.0,1.0,0.0
@CNN,"“We dodged a bullet this morning, there’s no doubt about it”: James Gagliano discusses the explosion in New York Ci… https://t.co/zdHBDzf9Z5",12/11/17,-0.572,0.0,0.793,0.207
@CNN,"Rep. Gwen Moore recently wrote a letter expressing her ""urgent concern"" about the safety of Senate pages if Roy Moo… https://t.co/kFa1RplihX",12/11/17,0.557,0.204,0.796,0.0
@CNN,"Judge warns Paul Manafort on his work on an op-ed defending his efforts in Ukraine, saying that a court-issued gag… https://t.co/R5SchVzwO4",12/11/17,-0.103,0.0,0.931,0.069
@CNN,"Having older brothers increases men's likelihood of being gay, newly published research suggests… https://t.co/o4Vm4O6D4D",12/11/17,0.0,0.0,1.0,0.0
@CNN,Secret message apps are on the rise at work https://t.co/W9XsVZHXuB https://t.co/VTUFs2Fnb3,12/11/17,0.0,0.0,1.0,0.0
@CNN,"""I suspect we'll be finding other places to land in addition to the moon"": President Trump wants to send astronauts… https://t.co/4SNsJK892g",12/11/17,-0.296,0.0,0.901,0.099
@CNN,Democratic US Sen. Kirsten Gillibrand says President Donald Trump should resign over allegations of sexual miscondu… https://t.co/i0FFKwAnR0,12/11/17,-0.34,0.0,0.87,0.13
@CNN,Europe's five biggest economies have warned the Trump administration that its tax plan may violate international tr… https://t.co/GV4CQCPj3C,12/11/17,-0.649,0.0,0.751,0.249
@CNN,"“I express myself through music.” Born with a rare genetic condition, this 19-year-old Juilliard musician spends we… https://t.co/YZhEqowr2D",12/11/17,0.0,0.0,1.0,0.0
@CNN,President Trump speaks from the White House. Watch live on CNN: https://t.co/UYpqI3w42L https://t.co/UX8UsWrJVi,12/11/17,0.0,0.0,1.0,0.0
@CNN,"Former President Obama is adding his voice to the Alabama Senate race, imploring voters to go to the polls Tuesday… https://t.co/Tz4MzdDAm9",12/11/17,0.0,0.0,1.0,0.0
@CNN,"RT @CNNPolitics: Sanders on the Middle East: “We are continuing to urge calm, and we’re open and willing and want to continue meeting and d…",12/11/17,0.382,0.135,0.865,0.0
@CNN,The SEC shut down plans by a startup food review site to raise money by selling digital tokens. The startup planned… https://t.co/Ybnl3UXWQq,12/11/17,0.0,0.0,1.0,0.0
@CNN,RT @CNNnewsroom: Voting for CNN Hero of the Year CLOSES Tuesday 12/12 at 11:59pm PT -- VOTE NOW at https://t.co/xFRTVRwoiy! #CNNHeroes @OpB…,12/11/17,0.598,0.156,0.844,0.0
@CNN,Transgender people are free to enlist in the US military beginning in 2018 after a federal judge declined the US go… https://t.co/NhMIJUmGF0,12/11/17,0.511,0.142,0.858,0.0
@CNN,The California wildfires are now larger than New York City and Boston combined https://t.co/EMSpgKoaoc https://t.co/Nvdj84NWCm,12/11/17,0.0,0.0,1.0,0.0
@CNN,CNN Exclusive: Sen. Kirsten Gillibrand calls on President Trump to resign https://t.co/RJ2N2Hicau https://t.co/LcKrgDhKaB,12/11/17,-0.226,0.101,0.738,0.161
@CNN,"RT @CNNPolitics: Sanders on Roy Moore: “As the President said, he found the allegations troubling. If they were true, then he should step a…",12/11/17,-0.178,0.099,0.777,0.124
@CNN,"""Look, the President has addressed these accusations directly and denied all of these allegations"": White House pre… https://t.co/0y8gjiABEa",12/11/17,-0.637,0.0,0.755,0.245
@CNN,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/4x8ypdiVFL",12/11/17,0.0,0.0,1.0,0.0
@CNN,Sarah Sanders addresses allegations of sexual assault and harassment against President Trump: “The American people… https://t.co/NjGTM8k67a,12/11/17,-0.807,0.0,0.657,0.343
@CNN,"RT @CNNPolitics: White House press secretary Sarah Sanders in response to President Trump’s accusers speaking out: ""The President has addre…",12/11/17,0.0,0.0,1.0,0.0
@CNN,"Two Democratic senators called for President Trump's resignation over the weekend, citing the multiple accusations… https://t.co/nW0ahmJCl0",12/11/17,-0.296,0.0,0.872,0.128
@CNN,This 15-year-old wept as her parents told her their insurance company denied her for minimally invasive brain surge… https://t.co/x6l7Y6pdTo,12/11/17,-0.71,0.0,0.742,0.258
@CNN,Parents to Congress: My child depends on CHIP for health insurance https://t.co/OUpqqqQTfY https://t.co/2VhS3FxvFc,12/11/17,0.0,0.0,1.0,0.0
@CNN,"For the first time, an experimental drug has reduced levels of the toxic protein that causes Huntington's disease i… https://t.co/RvMInHGbtQ",12/11/17,0.0,0.0,1.0,0.0
@CNN,"Siri, what's that song?

Apple buys Shazam: https://t.co/Fvf8r2mIsL https://t.co/YC8iPPs2jd",12/11/17,0.0,0.0,1.0,0.0
@CNN,A 12 Diet Cokes-a-day habit like Trump's is worth changing https://t.co/UkB2nRumKA https://t.co/H8QHLyRkK6,12/11/17,0.527,0.328,0.672,0.0
@CNN,NYC bombing suspect Akayed Ullah told investigators that recent Israeli actions in Gaza are the reason he carried o… https://t.co/vgRbqtBlgk,12/11/17,-0.296,0.0,0.896,0.104
@CNN,"5 reasons you need to pay attention to the Roy Moore race:

- Trump's policy agenda
- The 2018 election
- The GOP b… https://t.co/3ulQmzkAfw",12/11/17,-0.103,0.0,0.935,0.065
@CNN,President Trump wants to send astronauts back to the Moon -- and eventually Mars https://t.co/yT29ZCR2Z5 https://t.co/H5Fim8OeJM,12/11/17,0.0,0.0,1.0,0.0
@CNN,"Wild parrots were shipped to New York in the 1960s destined for pet stores, but many of them escaped and still live… https://t.co/rfzGXjoL5N",12/11/17,0.0,0.0,1.0,0.0
@CNN,"Democrats might not win in Alabama, but they can't lose either | Analysis by @GregJKrieg https://t.co/PS2nXJB3bJ https://t.co/BRLVvn4Zua",12/11/17,0.215,0.153,0.74,0.108
@CNN,"Former President Barack Obama is adding his voice to the Alabama Senate race, imploring voters to go to the polls T… https://t.co/h1ogfwNe1G",12/11/17,0.0,0.0,1.0,0.0
@CNN,"Before Roy Moore goes head-to-head with Democrat Doug Jones on Tuesday, catch up on the events that have brought us… https://t.co/y3ZLNTC9sm",12/11/17,0.0,0.0,1.0,0.0
@CNN,"Meet the woman in charge of growing Facebook to the next billion users. How Naomi Gleit, VP of Social Good, got the… https://t.co/WhALdPw2ka",12/11/17,0.557,0.18,0.82,0.0
@CNN,Here's step-by-step details on how to vote for the CNN Hero of the Year at https://t.co/ANMKKlbytz… https://t.co/QWWHPPaPbw,12/11/17,0.557,0.184,0.816,0.0
@CNN,President Trump's #metoo moment is here | Analysis by @CillizzaCNN https://t.co/3ArVuPpqXW https://t.co/Yz1BFIc1qF,12/11/17,0.0,0.0,1.0,0.0
@CNN,"What we know about the NYC bombing suspect

- Police ID him as Akayed Ullah

- He's a 27-year-old man of Bangladesh… https://t.co/ucXuTWD7Sm",12/11/17,-0.296,0.0,0.896,0.104
@CNN,The California wildfires are now larger than New York City and Boston combined https://t.co/9ePVuSXUpd https://t.co/n6JbgEFnxa,12/11/17,0.0,0.0,1.0,0.0
@CNN,Take a look back at the photos that shaped 2017: https://t.co/ksho3CBLx6 https://t.co/ra5AlsxFV3,12/11/17,0.0,0.0,1.0,0.0
@CNN,This 15-year-old wept as her parents told her their insurance company denied her for minimally invasive brain surge… https://t.co/nhPom6AFX5,12/11/17,-0.71,0.0,0.742,0.258
@CNN,"Nearly one child dies every month and about about two are injured every day in window blind-related incidents, acco… https://t.co/T3RpfiqmD7",12/11/17,-0.402,0.0,0.876,0.124
@CNN,About 45% of US children ages 10 to 12 have a smartphone with a service plan https://t.co/coIed5tzzE https://t.co/I6AW6YGvey,12/11/17,0.0,0.0,1.0,0.0
@CNN,Celebrity chef Mario Batali is stepping away from his restaurant business and ABC television show amid allegations… https://t.co/jf82OuloQT,12/11/17,0.0,0.0,1.0,0.0
@CNN,Multiple women who have publicly accused President Trump of sexual harassment and assault are holding a press confe… https://t.co/iH61xbQCkU,12/11/17,-0.859,0.0,0.612,0.388
@CNN,"RT @CNNnewsroom: Sen. Lindsey Graham says he wishes Roy Moore would have ""stepped aside,"" says ""Moore will be the gift that keeps on giving…",12/11/17,0.542,0.17,0.83,0.0
@CNN,"- 98,000 evacuees
- 85,000 power outages
- 25,000 homes threatened
- 9,000 firefighters

The California wildfires b… https://t.co/lXwEfewEr7",12/11/17,-0.459,0.0,0.824,0.176
@CNN,"Starting next April, you won't need to sign anything to make a purchase with an American Express card… https://t.co/VOFLXtunit",12/11/17,0.0,0.0,1.0,0.0
@CNN,"During an appearance on a conspiracy-driven radio show in 2011, Alabama Senate candidate Roy Moore said getting rid… https://t.co/Kq3L8tOG8N",12/11/17,0.0,0.0,1.0,0.0
@CNN,"RT @CNNnewsroom: Mayor Bill de Blasio says there are ""no credible and specific threats against New York at this time"" but adds that there w…",12/11/17,-0.361,0.0,0.868,0.132
@FoxNews,"David Daleiden: “The pro-life Democrats that are out there need to speak out pretty loudly now, and those who are p… https://t.co/2SzXxNw7mX",12/12/17,0.494,0.132,0.868,0.0
@FoxNews,Deputy FBI Director to testify behind closed doors of House Intelligence Committee https://t.co/m50SMBXVRW,12/12/17,0.477,0.205,0.795,0.0
@FoxNews,Massive wildfire near Santa Barbara grows to 5th largest in California state history https://t.co/Eo5wsNGvHG https://t.co/qf9JKcO0rd,12/12/17,0.0,0.0,1.0,0.0
@FoxNews,Wife of demoted DOJ official worked for firm behind anti-#Trump dossier https://t.co/62gpolRESS,12/12/17,0.0,0.0,1.0,0.0
@FoxNews,"Juanita Broaddrick on @TIME's choice of 'The Silence Breakers' for 'Person of the Year': ""It was disappointing to m… https://t.co/FHXRZAgUUl",12/12/17,-0.494,0.0,0.856,0.144
@FoxNews,ISIS Message Two Weeks Ago Warned About 'Christmas in New York' https://t.co/jVNm2mf4dr,12/12/17,-0.273,0.0,0.84,0.16
@FoxNews,Google employee's half-naked body found floating in San Francisco Bay https://t.co/XJCP5bZ0IW,12/12/17,0.0,0.0,1.0,0.0
@FoxNews,".@RepPeteKing on aftermath of NYC Port Authority explosion: ""We do need increased surveillance...we need to have mo… https://t.co/hak7J5Femr",12/12/17,0.34,0.175,0.825,0.0
@FoxNews,Inside the Trump dossier handoff: @SenJohnMcCain's 'go-between' speaks out https://t.co/mS5q3Svzzs,12/12/17,0.0,0.0,1.0,0.0
@FoxNews,Chain migration responsible for NYC terror suspect's entry: @WhiteHouse https://t.co/dOdwDPUf6s https://t.co/BEVW4SlNXk,12/12/17,-0.273,0.156,0.612,0.231
@FoxNews,Roy Moore campaign spokesperson: “This whole race is about the United States Supreme Court.” #TheStory https://t.co/rkJx4SWQG7,12/12/17,0.751,0.314,0.686,0.0
@FoxNews,'Jaws' spotted? Massive great white shark sighted off Australian coast https://t.co/XCN5JCmyiv,12/12/17,0.625,0.291,0.709,0.0
@FoxNews,"Homeland Security Committee Chairman @RepMcCaul on what keeps him up at night: ""I think the crown jewel for [terror… https://t.co/bTzz11Z5yH",12/11/17,0.599,0.214,0.786,0.0
@FoxNews,".@RepMcCaul: ""I think we have to get a handle on who's coming into this country, so we don't have threats like what… https://t.co/9HBxRLa02J",12/11/17,0.057,0.095,0.818,0.086
@FoxNews,".@RepMcCaul on homeland security threats: ""What still concerns me most is the aviation threat.""  #SpecialReport https://t.co/QQRPOPaCJj",12/11/17,-0.103,0.125,0.729,0.146
@FoxNews,'Team Sport Politics': 'The Five' Reacts to Conservatives Opposing Each Other on Moore Election  #TheFive https://t.co/ehzcK1htvm,12/11/17,0.0,0.0,1.0,0.0
@FoxNews,.@POTUS wants to see @NASA boots on the Moon https://t.co/HCcn30jrVp,12/11/17,0.0,0.0,1.0,0.0
@FoxNews,Attorney General Jeff Sessions released a statement following the attack in New York City on Monday morning. In the… https://t.co/5C5PWVRcV8,12/11/17,-0.477,0.0,0.853,0.147
@FoxNews,".@POTUS: ""Today's terror suspect entered our country through extended-family chain migration, which is incompatible… https://t.co/h39lTnpxNo",12/11/17,-0.681,0.0,0.699,0.301
@FoxNews,Pro-#Trump students in MAGA hats booted from 'safe space' campus coffee shop https://t.co/4jtE8Gk6rB,12/11/17,0.44,0.195,0.805,0.0
@FoxNews,".@POTUS signed a policy directive Monday instructing the National Aeronautics and Space Administration to ""refocus… https://t.co/z84aZUXZFL",12/11/17,0.0,0.0,1.0,0.0
@FoxNews,EXCLUSIVE: Wife of demoted DOJ official worked for firm behind anti-Trump dossier https://t.co/62gpolRESS,12/11/17,0.303,0.157,0.843,0.0
@FoxNews,'It Looks Pretty Good': Toomey Says Tax Bill Likely to Be Sent to Trump By Christmas https://t.co/9z3FO5KYpu,12/11/17,0.494,0.167,0.833,0.0
@FoxNews,"Gorka: Stop Looking at Your Cell Phone, Have a Plan in Case Terror Strikes https://t.co/p7whJkO00M",12/11/17,-0.796,0.0,0.576,0.424
